chr,acc,locus_tag,old_locus_tag,length_nt,start,end,strand,type,annotation
NC_013967.1,WP_004042134.1,HVO_RS15495,HVO_2245,240,2103547,2103786,-,protein_coding,hypothetical protein
NC_013967.1,WP_004042135.1,HVO_RS15500,HVO_2247,843,2103968,2104810,-,protein_coding,ion transporter
NC_013967.1,WP_004042136.1,HVO_RS15505,HVO_2248,816,2104893,2105708,-,protein_coding,hypothetical protein
NC_013967.1,WP_004042137.1,HVO_RS15510,HVO_2249,1389,2105839,2107227,-,protein_coding,nucleobase:cation symporter-2 family protein
NC_013967.1,WP_004042138.1,HVO_RS15515,HVO_2250,546,2107402,2107947,-,protein_coding,hypoxanthine/guanine phosphoribosyltransferase
NC_013967.1,WP_013035266.1,HVO_RS15520,HVO_2251,1695,2108017,2109711,-,protein_coding,L-lactate permease
NC_013967.1,WP_013035157.1,HVO_RS15525,HVO_2252,1167,2110297,2111463,-,protein_coding,ISH3-like element ISH51 family transposase
NC_013967.1,WP_144064041.1,HVO_RS15530,HVO_2252A,663,2111533,2112195,+,protein_coding,hypothetical protein
NC_013967.1,WP_144064042.1,HVO_RS20605,HVO_2253,969,2112703,2113671,-,protein_coding,hypothetical protein
NC_013967.1,WP_013035660.1,HVO_RS15535,HVO_2254,711,2113851,2114561,-,protein_coding,hypothetical protein
NC_013967.1,WP_004042142.1,HVO_RS15540,HVO_2255,711,2114657,2115367,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042143.1,HVO_RS15545,HVO_2256,1389,2115430,2116818,+,protein_coding,DUF262 domain-containing protein
NC_013967.1,WP_013035302.1,HVO_RS21055,HVO_2257,171,2116907,2117077,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042144.1,HVO_RS15550,HVO_2258,510,2117186,2117695,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042145.1,HVO_RS15555,HVO_2259,936,2117697,2118632,+,protein_coding,tyrosine-type recombinase/integrase
NC_013967.1,WP_013035557.1,HVO_RS15560,HVO_2260,315,2118646,2118960,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042147.1,HVO_RS15565,HVO_2261,210,2119332,2119541,+,protein_coding,hypothetical protein
NC_013967.1,WP_236995469.1,HVO_RS15570,HVO_2262,195,2119563,2119757,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042149.1,HVO_RS15575,HVO_2263,2406,2119911,2122316,+,protein_coding,winged helix-turn-helix transcriptional regulator
NC_013967.1,WP_004042150.1,HVO_RS15580,HVO_2264,267,2122480,2122746,-,protein_coding,hypothetical protein
NC_013967.1,WP_004042151.1,HVO_RS15585,HVO_2265,354,2122933,2123286,+,protein_coding,hypothetical protein
NC_013967.1,WP_013035643.1,HVO_RS15590,HVO_2266,1482,2123279,2124760,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042153.1,HVO_RS15595,HVO_2267,1158,2124744,2125901,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042154.1,HVO_RS15600,HVO_2268,543,2126072,2126614,-,protein_coding,TATA-box-binding protein
NC_013967.1,WP_013035629.1,HVO_RS15605,HVO_2269,2223,2126758,2128980,+,protein_coding,type I restriction-modification enzyme R subunit C-terminal domain-containing protein
NC_013967.1,WP_013035257.1,HVO_RS20260,HVO_2270,1395,2128977,2130371,+,protein_coding,type I restriction-modification system subunit M
NC_013967.1,WP_013035494.1,HVO_RS20265,HVO_2271,1233,2130371,2131603,+,protein_coding,restriction endonuclease subunit S
NC_013967.1,WP_004042159.1,HVO_RS15620,HVO_2272,501,2131833,2132333,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042160.1,HVO_RS15625,HVO_2273,933,2132333,2133265,+,protein_coding,tyrosine-type recombinase/integrase
NC_013967.1,WP_144064044.1,HVO_RS15630,HVO_2274A,396,2133442,2133837,-,protein_coding,hypothetical protein
NC_013967.1,WP_236995470.1,HVO_RS15635,HVO_2275,2526,2134123,2136648,+,protein_coding,N-6 DNA methylase
NC_013967.1,WP_013035348.1,HVO_RS15640,HVO_2276,4194,2136760,2140953,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042166.1,HVO_RS15645,HVO_2277,417,2140967,2141383,-,protein_coding,hypothetical protein
NC_013967.1,WP_004042167.1,HVO_RS15650,HVO_2278,1920,2141380,2143299,-,protein_coding,type IV secretion system DNA-binding domain-containing protein
NC_013967.1,WP_004042168.1,HVO_RS15655,HVO_2279,972,2143296,2144267,-,protein_coding,hypothetical protein
NC_013967.1,WP_004042169.1,HVO_RS15660,HVO_2280,354,2144264,2144617,-,protein_coding,hypothetical protein
NC_013967.1,WP_004042170.1,HVO_RS15665,HVO_2281,1767,2144614,2146380,-,protein_coding,ATP-binding protein
NC_013967.1,WP_013035461.1,HVO_RS15670,HVO_2282,252,2146377,2146628,-,protein_coding,hypothetical protein
NC_013967.1,WP_004042172.1,HVO_RS15675,HVO_2283,1080,2146625,2147704,-,protein_coding,hypothetical protein
NC_013967.1,WP_004042173.1,HVO_RS15680,HVO_2284,342,2147711,2148052,-,protein_coding,hypothetical protein
NC_013967.1,WP_144064045.1,HVO_RS20610,NA,432,2148186,2148617,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042175.1,HVO_RS15690,HVO_2284A,633,2148610,2149242,-,protein_coding,hypothetical protein
NC_013967.1,WP_013035453.1,HVO_RS20615,HVO_2285,282,2149317,2149598,-,protein_coding,hypothetical protein
NC_013967.1,WP_013035668.1,HVO_RS21315,HVO_2286,1680,2150003,2151682,-,protein_coding,hypothetical protein
NC_013967.1,WP_236995471.1,HVO_RS15705,HVO_2287,990,2151827,2152816,+,protein_coding,DUF932 domain-containing protein
NC_013967.1,WP_144064046.1,HVO_RS20620,NA,195,2153223,2153417,+,protein_coding,hypothetical protein
NC_013967.1,WP_236995472.1,HVO_RS15710,HVO_2288,1728,2153551,2155278,+,protein_coding,DUF2254 domain-containing protein
NC_013967.1,WP_013035624.1,HVO_RS15715,HVO_2289,1998,2155355,2157352,+,protein_coding,ATP-binding protein
NC_013967.1,WP_144064047.1,HVO_RS20625,NA,252,2157411,2157662,+,protein_coding,hypothetical protein
NC_013967.1,WP_013035521.1,HVO_RS15720,HVO_2290,1245,2157895,2159139,+,protein_coding,tyrosine-type recombinase/integrase
NC_013967.1,WP_144064048.1,HVO_RS15725,HVO_2291,1041,2159179,2160219,+,protein_coding,hypothetical protein
NC_013967.1,WP_013035520.1,HVO_RS15730,HVO_2291A,396,2160464,2160859,+,protein_coding,hypothetical protein
NC_013967.1,WP_013035252.1,HVO_RS15735,HVO_2292,1023,2160851,2161873,-,protein_coding,AAA family ATPase
NC_013967.1,WP_236995473.1,HVO_RS20270,HVO_2293,864,2162010,2162873,+,protein_coding,AAA family ATPase
NC_013967.1,WP_144064049.1,HVO_RS20630,NA,306,2162911,2163216,-,protein_coding,hypothetical protein
NC_013967.1,WP_004042186.1,HVO_RS15740,HVO_2294,1098,2163690,2164787,-,protein_coding,hypothetical protein
NC_013967.1,WP_013035665.1,HVO_RS15745,HVO_2295,351,2164881,2165231,-,protein_coding,amino acid permease
NC_013967.1,WP_004042188.1,HVO_RS15750,HVO_2296,687,2165333,2166019,-,protein_coding,helix-turn-helix domain-containing protein
NC_013967.1,WP_013035448.1,HVO_RS15755,HVO_2297,1080,2166149,2167228,-,protein_coding,deoxyhypusine synthase
NC_013967.1,WP_004042190.1,HVO_RS15760,HVO_2298,762,2167310,2168071,-,protein_coding,Nif3-like dinuclear metal center hexameric protein
NC_013967.1,WP_013035576.1,HVO_RS15765,HVO_2299,816,2168213,2169028,-,protein_coding,agmatinase
NC_013967.1,WP_004042193.1,HVO_RS15770,HVO_2300,375,2169044,2169418,-,protein_coding,translation initiation factor IF-5A
NC_013967.1,WP_004042194.1,HVO_RS15775,HVO_2301,429,2169513,2169941,-,protein_coding,DUF5518 domain-containing protein
NC_013967.1,WP_004042195.1,HVO_RS15780,HVO_2302,1677,2169999,2171675,-,protein_coding,AarF/ABC1/UbiB kinase family protein
NC_013967.1,WP_004042196.1,HVO_RS15785,HVO_2303,369,2171684,2172052,-,protein_coding,Hsp20/alpha crystallin family protein
NC_013967.1,WP_004042197.1,HVO_RS15790,HVO_2304,1221,2172194,2173414,+,protein_coding,molybdopterin molybdotransferase MoeA
NC_013967.1,WP_013035522.1,HVO_RS15795,HVO_2305,1905,2173411,2175315,+,protein_coding,molybdopterin biosynthesis protein
NC_013967.1,WP_004042199.1,HVO_RS15800,HVO_2306,747,2175416,2176162,+,protein_coding,response regulator
NC_013967.1,WP_004042200.1,HVO_RS15805,HVO_2307,669,2176234,2176902,-,protein_coding,HAD family hydrolase
NC_013967.1,WP_004042201.1,HVO_RS15810,HVO_2308,396,2176949,2177344,-,protein_coding,LWR-salt protein
NC_013967.1,WP_004042202.1,HVO_RS15815,HVO_2309,276,2177341,2177616,-,protein_coding,4a-hydroxytetrahydrobiopterin dehydratase
NC_013967.1,WP_218623799.1,HVO_RS15820,HVO_2310,534,2177662,2178195,-,protein_coding,hypothetical protein
NC_013967.1,WP_004042203.1,HVO_RS15825,HVO_2311,1386,2178257,2179642,-,protein_coding,glutamyl-tRNA reductase
NC_013967.1,WP_004042204.1,HVO_RS15830,HVO_2312,648,2179639,2180286,-,protein_coding,NAD(P)-dependent oxidoreductase
NC_013967.1,WP_004042205.1,HVO_RS15835,HVO_2313,1062,2180288,2181349,-,protein_coding,Lrp/AsnC family transcriptional regulator
NC_013967.1,WP_004042206.1,HVO_RS15840,HVO_2314,399,2181530,2181928,-,protein_coding,DUF5778 family protein
NC_013967.1,WP_004042207.1,HVO_RS15845,HVO_2315,930,2182037,2182966,+,protein_coding,polyprenyl diphosphate synthase
NC_013967.1,WP_004042208.1,HVO_RS15850,HVO_2316,1362,2182993,2184354,-,protein_coding,serpin family protein
NC_013967.1,WP_004042209.1,HVO_RS15855,HVO_2317,369,2184426,2184794,-,protein_coding,hypothetical protein
NC_013967.1,WP_004042210.1,HVO_RS15860,HVO_2318,609,2184935,2185543,-,protein_coding,undecaprenyl diphosphate synthase family protein
NC_013967.1,WP_004042211.1,HVO_RS15865,HVO_2319,1314,2185692,2187005,+,protein_coding,DUF92 domain-containing protein
NC_013967.1,WP_004042212.1,HVO_RS15870,HVO_2320,456,2187002,2187457,+,protein_coding,N-acetyltransferase
NC_013967.1,WP_004042213.1,HVO_RS15875,HVO_2321,1419,2187520,2188938,-,protein_coding,DNA primase DnaG
NC_013967.1,WP_013035581.1,HVO_RS15880,HVO_2322,750,2189162,2189911,-,protein_coding,sugar phosphate isomerase/epimerase
NC_013967.1,WP_004042215.1,HVO_RS15885,HVO_2323,216,2190129,2190344,+,protein_coding,DUF3311 domain-containing protein
NC_013967.1,WP_004042216.1,HVO_RS15890,HVO_2324,1500,2190344,2191843,+,protein_coding,sodium:solute symporter family protein
NC_013967.1,WP_004042217.1,HVO_RS15895,HVO_2325,285,2191913,2192197,+,protein_coding,amphi-Trp domain-containing protein
NC_013967.1,WP_004042218.1,HVO_RS15900,HVO_2326,519,2192273,2192791,+,protein_coding,GNAT family N-acetyltransferase
NC_013967.1,WP_004042219.1,HVO_RS15905,HVO_2327,798,2192908,2193705,+,protein_coding,YqcI/YcgG family protein
NC_013967.1,WP_004042220.1,HVO_RS15910,HVO_2328,567,2193734,2194300,+,protein_coding,cysteine hydrolase family protein
NC_013967.1,WP_004042221.1,HVO_RS15915,HVO_2329,384,2194376,2194759,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042222.1,HVO_RS15920,HVO_2330,1110,2194879,2195988,+,protein_coding,putative sulfate/molybdate transporter
NC_013967.1,WP_013035191.1,HVO_RS15925,HVO_2331,1167,2196096,2197262,+,protein_coding,ISH3 family transposase
NC_013967.1,WP_144064050.1,HVO_RS20635,HVO_2332,513,2197517,2198029,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042223.1,HVO_RS15930,HVO_2333,927,2198162,2199088,+,protein_coding,DUF6293 family protein
NC_013967.1,WP_004042224.1,HVO_RS15935,HVO_2334,1056,2199131,2200186,-,protein_coding,hypothetical protein
NC_013967.1,WP_004042225.1,HVO_RS15940,HVO_2335,741,2200230,2200970,-,protein_coding,DUF1405 domain-containing protein
NC_013967.1,WP_004042226.1,HVO_RS15945,HVO_2336,909,2201120,2202028,+,protein_coding,pyridoxal 5'-phosphate synthase lyase subunit PdxS
NC_013967.1,WP_004042227.1,HVO_RS15950,HVO_2337,504,2202120,2202623,-,protein_coding,universal stress protein
NC_013967.1,WP_004042228.1,HVO_RS15955,HVO_2338,882,2202757,2203638,-,protein_coding,homoserine kinase
NC_013967.1,WP_004042229.1,HVO_RS15960,HVO_2339,1821,2203705,2205525,-,protein_coding,histidine kinase N-terminal 7TM domain-containing protein
NC_013967.1,WP_004042230.1,HVO_RS15965,HVO_2340,1314,2205622,2206935,+,protein_coding,NAD(P)/FAD-dependent oxidoreductase
NC_013967.1,WP_004042231.1,HVO_RS15970,HVO_2341,660,2207083,2207742,+,protein_coding,TetR/AcrR family transcriptional regulator
NC_013967.1,WP_004042232.1,HVO_RS15975,HVO_2342,1485,2207739,2209223,+,protein_coding,MATE family efflux transporter
NC_013967.1,WP_004042233.1,HVO_RS15980,HVO_2343,642,2209251,2209892,-,protein_coding,DUF6149 family protein
NC_013967.1,WP_004042234.1,HVO_RS15985,HVO_2344,909,2210016,2210924,+,protein_coding,winged helix-turn-helix domain-containing protein
NC_013967.1,WP_004042235.1,HVO_RS15990,HVO_2345,1242,2211216,2212457,+,protein_coding,FAD-dependent oxidoreductase
NC_013967.1,WP_013035539.1,HVO_RS15995,HVO_2346,240,2212657,2212896,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042237.1,HVO_RS16000,HVO_2347,396,2213050,2213445,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042238.1,HVO_RS16005,HVO_2348,927,2213527,2214453,+,protein_coding,GTP cyclohydrolase MptA
NC_013967.1,WP_004042239.1,HVO_RS16010,HVO_2349,804,2214514,2215317,-,protein_coding,TrmB family transcriptional regulator
NC_013967.1,WP_013035232.1,HVO_RS16015,HVO_2350,1659,2215392,2217050,-,protein_coding,DUF255 domain-containing protein
NC_013967.1,WP_013035598.1,HVO_RS16020,HVO_2351,585,2217222,2217806,+,protein_coding,membrane protein FxsA
NC_013967.1,NA,HVO_RS16025,HVO_3048,74,2217987,2218060,+,tRNA,tRNA-Ile
NC_013967.1,WP_004042242.1,HVO_RS16030,HVO_2353,189,2218384,2218572,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042243.1,HVO_RS21430,HVO_2354,129,2218754,2218882,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042244.1,HVO_RS16035,HVO_2355,1023,2219002,2220024,-,protein_coding,sodium:calcium antiporter
NC_013967.1,WP_013035577.1,HVO_RS16040,HVO_2356,1224,2220094,2221317,-,protein_coding,GNAT family N-acetyltransferase
NC_013967.1,WP_004042246.1,HVO_RS16045,HVO_2357,222,2221457,2221678,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042247.1,HVO_RS16050,HVO_2358,252,2221843,2222094,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042248.1,HVO_RS16055,HVO_2359,531,2222252,2222782,+,protein_coding,DUF5815 family protein
NC_013967.1,WP_004042249.1,HVO_RS16060,HVO_2360,1023,2222808,2223830,-,protein_coding,LD-carboxypeptidase
NC_013967.1,WP_004042250.1,HVO_RS16065,HVO_2361,3249,2223975,2227223,+,protein_coding,carbamoyl-phosphate synthase large subunit
NC_013967.1,WP_004042251.1,HVO_RS16070,HVO_2362,765,2227376,2228140,+,protein_coding,SDR family oxidoreductase
NC_013967.1,WP_004042252.1,HVO_RS16075,HVO_2363,822,2228156,2228977,-,protein_coding,NAD(+)/NADH kinase
NC_013967.1,WP_004042253.1,HVO_RS16080,HVO_2364,1188,2229188,2230375,+,protein_coding,KaiC domain-containing protein
NC_013967.1,WP_004042254.1,HVO_RS16085,HVO_2365,672,2230490,2231161,-,protein_coding,nitroreductase family protein
NC_013967.1,WP_004042255.1,HVO_RS16090,HVO_2366,435,2231324,2231758,-,protein_coding,universal stress protein
NC_013967.1,WP_004042256.1,HVO_RS16095,HVO_2367,1977,2231817,2233793,-,protein_coding,ATP-binding protein
NC_013967.1,WP_004042257.1,HVO_RS16100,HVO_2368,414,2233929,2234342,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042258.1,HVO_RS16105,HVO_2369,1275,2234403,2235677,-,protein_coding,DNA double-strand break repair nuclease NurA
NC_013967.1,WP_004042259.1,HVO_RS16110,HVO_2370,660,2235827,2236486,+,protein_coding,HAD family hydrolase
NC_013967.1,WP_004042260.1,HVO_RS16115,HVO_2371,405,2236506,2236910,-,protein_coding,hypothetical protein
NC_013967.1,WP_004042261.1,HVO_RS16120,HVO_2372,447,2236985,2237431,-,protein_coding,DUF2240 family protein
NC_013967.1,WP_004042262.1,HVO_RS16125,HVO_2373,378,2237561,2237938,+,protein_coding,30S ribosomal protein S8e
NC_013967.1,WP_004042263.1,HVO_RS16130,HVO_2374,1002,2238108,2239109,-,protein_coding,phosphate uptake regulator PhoU
NC_013967.1,WP_004042264.1,HVO_RS16135,HVO_2375,1038,2239456,2240493,+,protein_coding,PstS family phosphate ABC transporter substrate-binding protein
NC_013967.1,WP_004042265.1,HVO_RS16140,HVO_2376,960,2240557,2241516,+,protein_coding,phosphate ABC transporter permease subunit PstC
NC_013967.1,WP_004042266.1,HVO_RS16145,HVO_2377,1629,2241518,2243146,+,protein_coding,phosphate ABC transporter permease PstA
NC_013967.1,WP_004042267.1,HVO_RS16150,HVO_2378,849,2243198,2244046,+,protein_coding,phosphate ABC transporter ATP-binding protein PstB
NC_013967.1,WP_004042268.1,HVO_RS16155,HVO_2379,681,2244236,2244916,+,protein_coding,phosphate signaling complex protein PhoU
NC_013967.1,WP_004042269.1,HVO_RS16160,HVO_2380,2232,2245008,2247239,-,protein_coding,CDC48 family AAA ATPase
NC_013967.1,WP_004042270.1,HVO_RS16165,HVO_2381,1482,2247433,2248914,+,protein_coding,nickel pincer cofactor biosynthesis protein LarC
NC_013967.1,WP_004042271.1,HVO_RS16170,HVO_2382,747,2249066,2249812,-,protein_coding,hypothetical protein
NC_013967.1,WP_004042272.1,HVO_RS16175,HVO_2383,690,2249984,2250673,+,protein_coding,DNA repair and recombination protein RadB
NC_013967.1,WP_004042273.1,HVO_RS16180,HVO_2384,1143,2250787,2251929,-,protein_coding,CBS domain-containing protein
NC_013967.1,WP_004042274.1,HVO_RS16185,HVO_2385,2277,2252319,2254595,+,protein_coding,type II/IV secretion system ATPase subunit
NC_013967.1,WP_004042275.1,HVO_RS16190,HVO_2386,2127,2254585,2256711,+,protein_coding,type II secretion system F family protein
NC_013967.1,WP_004042276.1,HVO_RS16195,HVO_2387,2172,2256716,2258887,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042277.1,HVO_RS16200,HVO_2388,1731,2258891,2260621,+,protein_coding,Ig-like domain-containing protein
NC_013967.1,WP_004042278.1,HVO_RS16205,HVO_2389,705,2260741,2261445,+,protein_coding,haloacid dehalogenase type II
NC_013967.1,WP_004042279.1,HVO_RS16210,HVO_2390,372,2261527,2261898,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042280.1,HVO_RS16215,HVO_2391,951,2261991,2262941,-,protein_coding,hypothetical protein
NC_013967.1,WP_171810347.1,HVO_RS21060,HVO_2391A,150,2263441,2263590,+,protein_coding,hypothetical protein
NC_013967.1,WP_013035537.1,HVO_RS16220,HVO_2392,189,2263590,2263778,+,protein_coding,hypothetical protein
NC_013967.1,NA,HVO_RS16225,HVO_3049,75,2264001,2264075,-,tRNA,tRNA-Val
NC_013967.1,WP_004042283.1,HVO_RS16230,HVO_2394,252,2264147,2264398,-,protein_coding,hypothetical protein
NC_013967.1,WP_004042284.1,HVO_RS16235,HVO_2395,534,2264658,2265191,-,protein_coding,"cob(I)yrinic acid a,c-diamide adenosyltransferase"
NC_013967.1,WP_004042285.1,HVO_RS16240,HVO_2396,240,2265188,2265427,-,protein_coding,glutathione S-transferase N-terminal domain-containing protein
NC_013967.1,WP_004042286.1,HVO_RS16245,HVO_2397,1107,2265616,2266722,+,protein_coding,metal ABC transporter substrate-binding protein
NC_013967.1,WP_004042287.1,HVO_RS16250,HVO_2398,870,2266719,2267588,+,protein_coding,metal ABC transporter ATP-binding protein
NC_013967.1,WP_004042288.1,HVO_RS16255,HVO_2399,999,2267585,2268583,+,protein_coding,metal ABC transporter permease
NC_013967.1,WP_004042289.1,HVO_RS21065,HVO_2400,177,2268759,2268935,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042290.1,HVO_RS16260,HVO_2401,1422,2268958,2270379,-,protein_coding,aminomethyl-transferring glycine dehydrogenase subunit GcvPB
NC_013967.1,WP_004042291.1,HVO_RS16265,HVO_2402,1344,2270379,2271722,-,protein_coding,aminomethyl-transferring glycine dehydrogenase subunit GcvPA
NC_013967.1,WP_004042292.1,HVO_RS16270,HVO_2403,381,2271724,2272104,-,protein_coding,glycine cleavage system protein GcvH
NC_013967.1,WP_004042293.1,HVO_RS16275,HVO_2404,1092,2272107,2273198,-,protein_coding,glycine cleavage system aminomethyltransferase GcvT
NC_013967.1,WP_004042294.1,HVO_RS16280,HVO_2405,801,2273429,2274229,-,protein_coding,energy-coupling factor ABC transporter ATP-binding protein
NC_013967.1,WP_004042295.1,HVO_RS16285,HVO_2406,813,2274217,2275029,-,protein_coding,cobalt ECF transporter T component CbiQ
NC_013967.1,WP_004042296.1,HVO_RS16290,HVO_2407,300,2275026,2275325,-,protein_coding,PDGLE domain-containing protein
NC_013967.1,WP_004042297.1,HVO_RS16295,HVO_2408,657,2275322,2275978,-,protein_coding,energy-coupling factor ABC transporter permease
NC_013967.1,WP_004042298.1,HVO_RS16300,HVO_2409,417,2276106,2276522,+,protein_coding,CopG family ribbon-helix-helix protein
NC_013967.1,WP_004042299.1,HVO_RS16305,HVO_2410,2433,2276649,2279081,-,protein_coding,DUF2309 domain-containing protein
NC_013967.1,WP_004042300.1,HVO_RS16310,HVO_2411,1485,2279071,2280555,-,protein_coding,proton-conducting transporter membrane subunit
NC_013967.1,WP_004042301.1,HVO_RS16315,HVO_2412,486,2280933,2281418,-,protein_coding,Lrp/AsnC family transcriptional regulator
NC_013967.1,WP_004042302.1,HVO_RS16320,HVO_2413,1263,2281831,2283093,+,protein_coding,translation elongation factor EF-1 subunit alpha
NC_013967.1,WP_004042303.1,HVO_RS16325,HVO_2414,252,2283214,2283465,-,protein_coding,hypothetical protein
NC_013967.1,WP_004042304.1,HVO_RS16330,HVO_2415,477,2283887,2284363,+,protein_coding,NYN domain-containing protein
NC_013967.1,WP_004042305.1,HVO_RS16335,HVO_2416,849,2284470,2285318,+,protein_coding,TatD family hydrolase
NC_013967.1,WP_004042306.1,HVO_RS16340,HVO_2417,588,2285471,2286058,+,protein_coding,DUF2150 family protein
NC_013967.1,WP_004042307.1,HVO_RS16345,HVO_2418,2679,2286116,2288794,+,protein_coding,Ig-like domain-containing protein
NC_013967.1,WP_004042308.1,HVO_RS16350,HVO_2419,1338,2288857,2290194,+,protein_coding,hydroxymethylglutaryl-CoA synthase
NC_013967.1,WP_004042309.1,HVO_RS21320,NA,156,2290394,2290549,-,protein_coding,hypothetical protein
NC_013967.1,WP_004042310.1,HVO_RS16360,HVO_2421,708,2290689,2291396,-,protein_coding,helix-turn-helix domain-containing protein
NC_013967.1,WP_004042311.1,HVO_RS16365,HVO_2422,657,2291537,2292193,+,protein_coding,metal-dependent hydrolase
NC_013967.1,WP_004042312.1,HVO_RS16370,HVO_2423,540,2292282,2292821,+,protein_coding,GNAT family N-acetyltransferase
NC_013967.1,WP_004042313.1,HVO_RS16375,HVO_2424,582,2292877,2293458,-,protein_coding,hypothetical protein
NC_013967.1,WP_004042314.1,HVO_RS16380,HVO_2425,651,2293643,2294293,-,protein_coding,GNAT family N-acetyltransferase
NC_013967.1,WP_004042315.1,HVO_RS16385,HVO_2426,393,2294500,2294892,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042317.1,HVO_RS16390,HVO_2427,1467,2295031,2296497,+,protein_coding,replication factor C large subunit
NC_013967.1,WP_004042318.1,HVO_RS16395,HVO_2428,1062,2296586,2297647,+,protein_coding,alcohol dehydrogenase catalytic domain-containing protein
NC_013967.1,WP_004042320.1,HVO_RS16400,HVO_2429,231,2297695,2297925,-,protein_coding,hypothetical protein
NC_013967.1,WP_004042321.1,HVO_RS16405,HVO_2430,729,2297996,2298724,-,protein_coding,amino acid ABC transporter ATP-binding protein
NC_013967.1,WP_004042323.1,HVO_RS16410,HVO_2431,831,2298721,2299551,-,protein_coding,amino acid ABC transporter permease
NC_013967.1,WP_004042325.1,HVO_RS16415,HVO_2432,894,2299595,2300488,-,protein_coding,basic amino acid ABC transporter substrate-binding protein
NC_013967.1,WP_004042326.1,HVO_RS16420,HVO_2433,792,2300777,2301568,-,protein_coding,COX15/CtaA family protein
NC_013967.1,WP_004042327.1,HVO_RS16425,HVO_2434,1269,2301770,2303038,+,protein_coding,RNA-guided endonuclease TnpB family protein
NC_013967.1,WP_004042328.1,HVO_RS16430,HVO_2435,1107,2303258,2304364,+,protein_coding,M24 family metallopeptidase
NC_013967.1,WP_004042329.1,HVO_RS16435,HVO_2436,2256,2304496,2306751,+,protein_coding,NADP-dependent malic enzyme
NC_013967.1,WP_004042331.1,HVO_RS16440,HVO_2437,690,2306785,2307474,-,protein_coding,hypothetical protein
NC_013967.1,WP_004042333.1,HVO_RS16445,HVO_2438,639,2307652,2308290,-,protein_coding,hypothetical protein
NC_013967.1,NA,HVO_RS16450,HVO_2440,1563,2308510,2310072,+,pseudogene,ABC transporter substrate-binding protein
NC_013967.1,NA,HVO_RS16455,HVO_2441,998,2310076,2311073,+,pseudogene,ABC transporter permease
NC_013967.1,NA,HVO_RS16460,HVO_2442,1063,2311080,2312142,+,pseudogene,ABC transporter permease
NC_013967.1,WP_004042340.1,HVO_RS16465,HVO_2443,1191,2312144,2313334,+,protein_coding,ABC transporter ATP-binding protein
NC_013967.1,WP_004042341.1,HVO_RS16470,HVO_2444,981,2313327,2314307,+,protein_coding,ATP-binding cassette domain-containing protein
NC_013967.1,WP_004042343.1,HVO_RS21325,NA,348,2314307,2314654,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042345.1,HVO_RS16480,HVO_2446,936,2314765,2315700,+,protein_coding,EamA family transporter
NC_013967.1,WP_004042347.1,HVO_RS16485,HVO_2447,300,2315713,2316012,-,protein_coding,hypothetical protein
NC_013967.1,WP_004042348.1,HVO_RS16490,HVO_2447A,267,2316359,2316625,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042350.1,HVO_RS16495,HVO_2448,984,2316814,2317797,+,protein_coding,aldo/keto reductase
NC_013967.1,WP_004042352.1,HVO_RS16500,HVO_2449,561,2317858,2318418,+,protein_coding,DUF1684 domain-containing protein
NC_013967.1,WP_004042355.1,HVO_RS16505,HVO_2449A,189,2318472,2318660,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042357.1,HVO_RS16510,HVO_2450,468,2318839,2319306,-,protein_coding,type IV pilin N-terminal domain-containing protein
NC_013967.1,WP_004042359.1,HVO_RS16515,HVO_2451,429,2319307,2319735,-,protein_coding,type IV pilin N-terminal domain-containing protein
NC_013967.1,WP_004042360.1,HVO_RS16520,HVO_2452,3102,2320189,2323290,-,protein_coding,adenosylcobalamin-dependent ribonucleoside-diphosphate reductase
NC_013967.1,WP_004042362.1,HVO_RS16525,HVO_2452A,213,2323826,2324038,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042365.1,HVO_RS16530,HVO_2453,615,2324131,2324745,-,protein_coding,anthranilate synthase component II
